name,our_fhtw_lb,our_fhtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw
mdd-7-25-5-56-09.xml.hg,3.0527777777777767,3.3209998057372276,3.321,3.321,
mdd-7-25-5-56-10.xml.hg,3.2230962542193935,3.4400550929693856,-1,3.44,
mdd-7-25-5-56-11.xml.hg,3.1621489809538477,3.3395630491569697,3.34,3.34,
mdd-7-25-5-56-12.xml.hg,3.1425111536010197,3.361081234314682,3.361,3.361,
mdd-7-25-5-56-13.xml.hg,3.179542981501632,3.428571428571429,-1,3.429,
mdd-7-25-5-56-14.xml.hg,3.1670832532205346,3.3454038997214486,-1,3.345,
mdd-7-25-5-56-15.xml.hg,3.150904919704308,3.4285714285714284,3.429,3.429,
mdd-7-25-5-56-16.xml.hg,3.15878416695021,3.4631254061078622,3.401,3.401,
mdd-7-25-5-56-17.xml.hg,3.2070742390224156,3.4285714285714293,3.429,3.429,
mdd-7-25-5-56-18.xml.hg,3.1633880825057297,3.428571428571429,3.429,3.429,
mdd-7-25-5-56-19.xml.hg,3.080984233158146,3.428571428571429,-1,3.429,
mdd-7-25-5-56-20.xml.hg,3.084302325581395,3.428571428571429,-1,3.429,
mdd-7-25-5-56-21.xml.hg,3.1342045218834267,3.4285714285714284,3.429,3.429,
mdd-7-25-5-56-22.xml.hg,3.0913796984019806,3.4285714285714284,-1,3.429,
mdd-7-25-5-56-23.xml.hg,3.082815734989648,3.4285714285714275,-1,3.429,
mdd-7-25-5-56-24.xml.hg,3.209017825934988,3.469890033164601,3.459,3.459,
mdd-7-25-5-56-25.xml.hg,3.1456743002544534,3.3937229844014283,3.394,3.394,
mdd-7-25-5-ps05-psh07-1.xml.hg,3.1976948935489036,3.428571428571429,-1,3.429,
mdd-7-25-5-ps05-psh07-2.xml.hg,3.203592065437627,3.3790798269760125,3.37,3.37,
mdd-7-25-5-ps05-psh07-3.xml.hg,3.218009478672986,3.377697841726619,3.378,3.378,
mdd-7-25-5-ps05-psh07-4.xml.hg,3.2095238095238097,3.4285714285714293,-1,3.429,
mdd-7-25-5-ps05-psh07-5.xml.hg,3.143037974683545,3.3337533602150535,3.334,3.334,
mdd-7-25-5-ps05-psh07-6.xml.hg,3.078736105393166,3.4285714285714284,3.326,3.326,
mdd-7-25-5-ps05-psh07-7.xml.hg,3.0513507219375873,3.428571428571429,3.429,3.429,
mdd-7-25-5-ps05-psh07-8.xml.hg,3.2151639344262293,3.4407593390560853,3.441,3.441,
mdd-7-25-5-ps05-psh07-9.xml.hg,3.1213045966049973,3.428571428571429,3.429,3.429,
mdd-7-25-5-ps05-psh09-0.xml.hg,3.092402464065709,3.3375474083438688,3.338,3.338,
mdd-7-25-5-ps05-psh09-1.xml.hg,3.1449806556709428,3.4285714285714284,3.429,3.429,
mdd-7-25-5-ps05-psh09-2.xml.hg,1.8771966089952785,3.447367191515208,-1,3.447,
mdd-7-25-5-ps05-psh09-3.xml.hg,3.2102228682170546,3.441988950276243,-1,3.442,
mdd-7-25-5-ps05-psh09-4.xml.hg,1.8698581215618901,3.4346241932125756,3.425,3.425,
mdd-7-25-5-ps05-psh09-5.xml.hg,1.858650518830389,3.4466422269669255,3.447,3.447,
mdd-7-25-5-ps05-psh09-6.xml.hg,3.059581676240978,3.301885755126725,3.302,3.302,
mdd-7-25-5-ps05-psh09-7.xml.hg,3.188990211662344,3.4285714285714284,3.429,3.429,
mdd-7-25-5-ps05-psh09-8.xml.hg,3.1798716563949427,3.4285714285714297,3.429,3.429,
mdd-7-25-5-ps05-psh09-9.xml.hg,3.15356362046349,3.4285714285714284,3.429,3.429,
par8-1-c.hg,5.0,5.5,5.5,-1,
par8-2-c.hg,5.0,5.0,5.0,-1,
par8-3-c.hg,5.5,6.0,-1,-1,
par8-4-c.hg,5.5,5.75,-1,-1,
par8-5-c.hg,5.5,6.0,-1,-1,
pigeonsPlus-06-03.xml.hg,2.5,3.0,3.0,3.0,
pigeonsPlus-06-04.xml.hg,2.0,3.0,3.0,3.0,
pigeonsPlus-06-05.xml.hg,2.0,3.0,3.0,3.0,
pigeonsPlus-06-06.xml.hg,2.0,3.0,3.0,3.0,
pigeonsPlus-06-07.xml.hg,2.0,3.0,3.0,3.0,
pigeonsPlus-06-08.xml.hg,2.5,3.0,3.0,3.0,
pigeonsPlus-06-09.xml.hg,2.0,3.0,3.0,3.0,
pigeonsPlus-06-10.xml.hg,2.5,3.0,3.0,3.0,
pigeonsPlus-07-03.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-04.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-05.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-06.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-07.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-08.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-07-09.xml.hg,2.5,3.5,3.5,3.5,
pigeonsPlus-08-03.xml.hg,2.5,4.0,4.0,4.0,
pigeonsPlus-08-04.xml.hg,3.0,4.0,4.0,4.0,
pigeonsPlus-08-05.xml.hg,3.0,4.0,4.0,4.0,
pigeonsPlus-08-06.xml.hg,3.0,4.0,4.0,4.0,
pigeonsPlus-08-07.xml.hg,3.0,4.0,4.0,4.0,
pigeonsPlus-08-08.xml.hg,3.0,4.0,4.0,4.0,
pigeonsPlus-09-03.xml.hg,3.0,4.5,4.5,4.5,
pigeonsPlus-09-04.xml.hg,2.5,4.5,4.5,4.5,
pigeonsPlus-09-05.xml.hg,3.0,4.5,4.5,4.5,
pigeonsPlus-09-06.xml.hg,3.0,4.5,4.5,4.5,
pigeonsPlus-09-07.xml.hg,3.0,4.5,4.5,4.5,
pigeonsPlus-10-03.xml.hg,3.0,5.0,5.0,5.0,
pigeonsPlus-10-04.xml.hg,3.5,5.0,5.0,5.0,
pigeonsPlus-10-05.xml.hg,3.0,5.0,5.0,5.0,
pigeonsPlus-10-06.xml.hg,3.0,5.0,5.0,5.0,
pigeonsPlus-10-07.xml.hg,3.0,5.0,5.0,5.0,
pigeonsPlus-11-02.xml.hg,3.5,5.5,5.5,5.5,
pigeonsPlus-11-03.xml.hg,3.5,5.5,5.5,5.5,
pigeonsPlus-11-04.xml.hg,3.5,5.5,5.5,5.5,
pigeonsPlus-11-05.xml.hg,3.5,5.5,5.5,5.5,
pigeonsPlus-11-06.xml.hg,3.5,5.5,5.5,5.5,
pret-060-25.xml.hg,4.0,5.0,-1,5.0,
pret-060-40.xml.hg,4.0,5.0,-1,5.0,
pret-060-60.xml.hg,4.0,5.0,-1,5.0,
pret-060-75.xml.hg,4.0,5.0,-1,5.0,
pret-150-25.xml.hg,3.9999999257224035,5.5,-1,-1,
pret-150-40.xml.hg,3.9999986666657326,5.5,-1,-1,
pret-150-60.xml.hg,3.8158742949234488,5.5,-1,-1,
pret-150-75.xml.hg,3.764406810751376,5.5,-1,-1,
pret60_25.hg,4.0,5.0,-1,5.0,
pret60_60.hg,4.0,5.0,-1,5.0,
rand-10-20-10-5-10000-01.xml.hg,1.8,1.8,1.8,1.8,
rand-10-20-10-5-10000-02.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-03.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-04.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-05.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-06.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-07.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-08.xml.hg,2.0,2.3333333333333335,2.333,2.333,
rand-10-20-10-5-10000-09.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-10.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-11.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-12.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-13.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-14.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-15.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-16.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-17.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-18.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-19.xml.hg,2.0,2.0,2.0,2.0,
rand-10-20-10-5-10000-20.xml.hg,2.0,2.0,2.0,2.0,
rand-10-60-20-30-51200-01.xml.hg,2.71628089774281,5.628318584070797,-1,5.532,
rand-10-60-20-30-51200-02.xml.hg,2.6757923408542466,5.860824742268041,-1,5.692,
rand-10-60-20-30-51200-03.xml.hg,2.8105504479044097,6.272727272727273,-1,6.139,
rand-10-60-20-30-51200-04.xml.hg,2.766877200639618,6.108943089430894,-1,5.969,
rand-10-60-20-30-51200-05.xml.hg,2.6511946885359405,5.868613138686132,-1,5.631,
rand-10-60-20-30-51200-06.xml.hg,2.7564209777605413,6.065759637188209,-1,5.921,
rand-10-60-20-30-51200-07.xml.hg,2.6693951982754722,5.922800718132855,-1,5.833,
rand-10-60-20-30-51200-08.xml.hg,2.8752453150426978,6.404761904761905,-1,6.228,
rand-10-60-20-30-51200-09.xml.hg,4.999999025663124,6.232417950435365,-1,5.958,
rand-10-60-20-30-51200-10.xml.hg,2.782946522724089,5.766129032258065,-1,5.679,
rand-10-60-20-30-51200-11.xml.hg,2.723569603259779,6.114634146341464,-1,6.076,
rand-10-60-20-30-51200-12.xml.hg,2.7437465738501703,6.203342618384401,-1,5.976,
rand-10-60-20-30-51200-13.xml.hg,2.712462783150388,5.730569948186528,-1,5.507,
rand-10-60-20-30-51200-14.xml.hg,2.703495237494637,5.991688829787234,-1,5.725,
rand-10-60-20-30-51200-15.xml.hg,2.711672157909326,5.939024390243903,-1,5.857,
rand-10-60-20-30-51200-16.xml.hg,2.742606449439524,6.014159292035398,-1,5.772,
rand-10-60-20-30-51200-17.xml.hg,2.6914839080347397,5.846864686468647,-1,5.765,
rand-10-60-20-30-51200-18.xml.hg,2.708915976988336,5.85981308411215,-1,5.603,
rand-10-60-20-30-51200-19.xml.hg,2.7403093603851394,5.612676056338028,-1,5.478,
rand-10-60-20-30-51200-20.xml.hg,2.6315062107766876,5.9523809523809526,-1,5.856,
rand-10-60-20-30-51200-21.xml.hg,2.741719960048115,5.866066966516741,-1,5.749,
rand-10-60-20-30-51200-22.xml.hg,2.6626107060183464,5.832214765100671,-1,5.679,
rand-10-60-20-30-51200-23.xml.hg,2.7632856105210197,6.089986365702166,-1,6.0,
rand-10-60-20-30-51200-24.xml.hg,2.6455928437893905,5.890410958904109,-1,5.767,
rand-10-60-20-30-51200-25.xml.hg,2.629946948114404,5.782728066891302,-1,5.545,
rand-10-60-20-30-51200-26.xml.hg,2.599356783320405,5.655413271245635,-1,5.506,
rand-10-60-20-30-51200-27.xml.hg,2.770638236451099,6.142857142857143,-1,6.0,
rand-10-60-20-30-51200-28.xml.hg,2.7453316451947947,5.933526011560693,-1,5.746,
rand-10-60-20-30-51200-29.xml.hg,2.751879862471957,5.940627650551315,-1,5.778,
rand-10-60-20-30-51200-30.xml.hg,2.68963247929104,5.80280757515561,-1,5.616,
rand-10-60-20-30-51200-31.xml.hg,2.7384838263337095,5.993975903614458,-1,5.842,
rand-10-60-20-30-51200-32.xml.hg,2.70684400894652,5.894736842105263,-1,5.843,
rand-10-60-20-30-51200-33.xml.hg,2.756531854255691,6.113526570048309,-1,5.957,
rand-10-60-20-30-51200-34.xml.hg,2.803027527274234,6.3076923076923075,-1,6.058,
rand-10-60-20-30-51200-35.xml.hg,2.6845471198083883,5.856266432953549,-1,5.789,
rand-10-60-20-30-51200-36.xml.hg,2.6865056795363356,5.807876230661041,-1,5.743,
rand-10-60-20-30-51200-37.xml.hg,2.6300504330262457,5.8207434052757785,-1,5.661,
rand-10-60-20-30-51200-38.xml.hg,2.6839068024528308,5.769570011025358,-1,5.535,
rand-10-60-20-30-51200-39.xml.hg,2.6465530841191556,5.9340218014916815,-1,5.797,
rand-10-60-20-30-51200-40.xml.hg,2.6304393808144972,5.7425249169435215,-1,5.478,
rand-10-60-20-30-51200-41.xml.hg,2.6609141036821176,6.0,-1,5.873,
rand-10-60-20-30-51200-42.xml.hg,5.0,5.740412979351032,-1,5.663,
rand-10-60-20-30-51200-43.xml.hg,2.789443690212968,6.016194331983805,-1,5.923,
rand-10-60-20-30-51200-44.xml.hg,2.708862753695698,6.0115740740740735,-1,5.775,
rand-10-60-20-30-51200-45.xml.hg,2.68341978557804,5.779220779220779,-1,5.542,
rand-10-60-20-30-51200-46.xml.hg,2.7290532475759646,5.960264900662252,-1,5.858,
rand-10-60-20-30-51200-47.xml.hg,2.7712060578731847,6.142857142857143,-1,5.828,
rand-10-60-20-30-51200-48.xml.hg,2.73142746578208,6.0,-1,5.849,
rand-10-60-20-30-51200-49.xml.hg,2.767865842680442,6.194499017681729,-1,5.974,
rand-10-60-20-30-51200-50.xml.hg,2.7195089107672157,5.969585479519255,-1,5.888,
rand-15-23-3-16-150000-01.xml.hg,1.75,1.75,1.75,1.75,
rand-15-23-3-16-150000-02.xml.hg,1.7297297297297298,1.7297297297297298,1.73,1.73,
rand-15-23-3-16-150000-03.xml.hg,1.671641791044776,1.671641791044776,1.672,1.672,
rand-15-23-3-16-150000-04.xml.hg,1.6923076923076925,1.6923076923076923,1.692,1.692,
rand-15-23-3-16-150000-05.xml.hg,1.6888888888888889,1.688888888888889,1.689,1.689,
rand-15-23-3-16-150000-06.xml.hg,1.7777777777777777,1.7777777777777777,1.778,1.778,
rand-15-23-3-16-150000-07.xml.hg,1.75,1.75,1.75,1.75,
rand-15-23-3-16-150000-08.xml.hg,1.6666666666666667,1.6666666666666667,1.667,1.667,
rand-15-23-3-16-150000-09.xml.hg,1.6666666666666665,1.6666666666666665,1.667,1.667,
rand-15-23-3-16-150000-10.xml.hg,1.695035460992908,1.695035460992908,1.695,1.695,
rand-15-23-3-16-150000-11.xml.hg,1.6923076923076925,1.6923076923076925,1.692,1.692,
rand-15-23-3-16-150000-12.xml.hg,1.6800000000000002,1.68,1.68,1.68,
rand-15-23-3-16-150000-13.xml.hg,1.7483870967741935,1.7483870967741937,1.748,1.748,
rand-15-23-3-16-150000-14.xml.hg,1.8095238095238093,1.8095238095238095,1.81,1.81,
rand-15-23-3-16-150000-15.xml.hg,1.75,1.75,1.75,1.75,
rand-15-23-3-16-150000-16.xml.hg,1.6666666666666665,1.6666666666666665,1.667,1.667,
rand-15-23-3-16-150000-17.xml.hg,1.75,1.7499999999999998,1.75,1.75,
rand-15-23-3-16-150000-18.xml.hg,1.6219081272084805,1.6219081272084805,1.622,1.622,
rand-15-23-3-16-150000-19.xml.hg,1.7777777777777777,1.7777777777777777,1.778,1.778,
rand-15-23-3-16-150000-20.xml.hg,1.75,1.75,1.75,1.75,
rand-15-23-3-16-150000-21.xml.hg,1.6666666666666665,1.6666666666666667,1.667,1.667,
rand-15-23-3-16-150000-22.xml.hg,1.7619047619047619,1.7619047619047619,1.762,1.762,
rand-15-23-3-16-150000-23.xml.hg,1.7058823529411764,1.7058823529411764,1.706,1.706,
rand-15-23-3-16-150000-24.xml.hg,1.8,1.8,1.8,1.8,
rand-15-23-3-16-150000-25.xml.hg,1.6811594202898552,1.6811594202898552,1.681,1.681,
rand-2-40-180-84-090-00.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-01.xml.hg,4.5,5.5,5.0,5.0,
rand-2-40-180-84-090-02.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-03.xml.hg,4.5,5.5,5.0,5.0,
rand-2-40-180-84-090-04.xml.hg,4.499999641095567,5.5,5.0,5.0,
rand-2-40-180-84-090-05.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-06.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-07.xml.hg,5.0,6.5,5.5,5.5,
rand-2-40-180-84-090-08.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-09.xml.hg,5.5,6.0,5.5,5.5,
rand-2-40-180-84-090-10.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-11.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-12.xml.hg,5.5,6.0,5.5,5.5,
rand-2-40-180-84-090-13.xml.hg,5.0,5.0,5.0,5.0,
rand-2-40-180-84-090-14.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-15.xml.hg,4.5,6.0,5.0,5.0,
rand-2-40-180-84-090-16.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-17.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-18.xml.hg,4.499998049999999,5.0,5.0,5.0,
rand-2-40-180-84-090-19.xml.hg,5.5,6.5,6.0,6.0,
rand-2-40-180-84-090-20.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-21.xml.hg,6.0,7.0,6.0,6.0,
rand-2-40-180-84-090-22.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-23.xml.hg,6.0,6.5,6.0,6.0,
rand-2-40-180-84-090-24.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-25.xml.hg,4.0,6.0,5.0,5.0,
rand-2-40-180-84-090-26.xml.hg,5.0,6.5,5.5,5.5,
rand-2-40-180-84-090-27.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-28.xml.hg,4.0,5.0,5.0,5.0,
rand-2-40-180-84-090-29.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-30.xml.hg,6.0,7.0,-1,6.5,
rand-2-40-180-84-090-31.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-32.xml.hg,5.5,6.0,6.0,6.0,
rand-2-40-180-84-090-33.xml.hg,5.5,7.0,6.0,6.0,
rand-2-40-180-84-090-34.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-35.xml.hg,4.5,6.0,5.5,5.5,
rand-2-40-180-84-090-36.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-37.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-38.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-39.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-40.xml.hg,4.5,6.0,5.0,5.0,
rand-2-40-180-84-090-41.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-42.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-43.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-44.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-45.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-46.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-47.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-48.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-49.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-50.xml.hg,5.5,6.0,6.0,6.0,
rand-2-40-180-84-090-51.xml.hg,5.5,7.0,6.0,6.0,
rand-2-40-180-84-090-52.xml.hg,5.5,6.5,6.0,6.0,
rand-2-40-180-84-090-53.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-54.xml.hg,5.0,5.5,5.5,5.5,
rand-2-40-180-84-090-55.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-56.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-57.xml.hg,5.0,6.5,5.5,5.5,
rand-2-40-180-84-090-58.xml.hg,4.5,5.5,5.0,5.0,
rand-2-40-180-84-090-59.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-60.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-61.xml.hg,5.999999764751139,6.5,6.0,6.0,
rand-2-40-180-84-090-62.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-63.xml.hg,5.499998454344857,6.5,6.0,6.0,
rand-2-40-180-84-090-64.xml.hg,5.5,7.0,6.0,6.0,
rand-2-40-180-84-090-65.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-66.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-67.xml.hg,4.5,6.0,5.0,5.0,
rand-2-40-180-84-090-68.xml.hg,5.5,6.0,6.0,6.0,
rand-2-40-180-84-090-69.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-70.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-71.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-72.xml.hg,5.5,6.0,6.0,6.0,
rand-2-40-180-84-090-73.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-74.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-75.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-76.xml.hg,4.999999996666291,7.5,6.0,6.0,
rand-2-40-180-84-090-77.xml.hg,4.0,5.5,4.5,4.5,
rand-2-40-180-84-090-78.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-79.xml.hg,5.5,6.5,6.0,6.0,
rand-2-40-180-84-090-80.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-81.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-82.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-83.xml.hg,5.0,7.0,6.0,6.0,
rand-2-40-180-84-090-84.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-85.xml.hg,4.5,5.5,5.0,5.0,
rand-2-40-180-84-090-86.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-87.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-88.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-89.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-90.xml.hg,5.0,6.5,6.0,6.0,
rand-2-40-180-84-090-91.xml.hg,5.0,6.0,6.0,6.0,
rand-2-40-180-84-090-92.xml.hg,5.0,6.0,5.5,5.5,
rand-2-40-180-84-090-93.xml.hg,4.9999989933333335,5.5,5.0,5.0,
rand-2-40-180-84-090-94.xml.hg,4.5,6.0,5.0,5.0,
rand-2-40-180-84-090-95.xml.hg,5.0,5.5,5.0,5.0,
rand-2-40-180-84-090-96.xml.hg,6.0,7.0,-1,7.0,
rand-2-40-180-84-090-97.xml.hg,5.0,6.0,5.0,5.0,
rand-2-40-180-84-090-98.xml.hg,4.999999833494048,5.5,5.0,5.0,
rand-2-40-180-84-090-99.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-21-85-07.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-08.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-21-85-09.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-10.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-21-85-11.xml.hg,3.5,5.0,4.5,4.5,
rand-25-10-21-85-12.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-13.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-14.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-15.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-16.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-17.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-21-85-18.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-21-85-19.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-20.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-21.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-21-85-22.xml.hg,4.499999000274999,5.5,5.0,5.0,
rand-25-10-21-85-23.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-24.xml.hg,4.0,6.0,5.0,5.0,
rand-25-10-21-85-25.xml.hg,4.5,6.0,5.0,5.0,
rand-25-10-21-85-26.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-27.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-28.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-29.xml.hg,4.0,4.5,4.0,4.0,
rand-25-10-21-85-30.xml.hg,3.5,4.5,4.5,4.5,
rand-25-10-21-85-31.xml.hg,4.0,4.5,4.0,4.0,
rand-25-10-21-85-32.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-33.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-21-85-34.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-21-85-35.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-21-85-36.xml.hg,4.0,5.5,5.0,5.0,
rand-25-10-21-85-37.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-38.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-39.xml.hg,4.0,5.5,5.0,5.0,
rand-25-10-21-85-40.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-41.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-42.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-43.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-21-85-44.xml.hg,4.0,5.0,4.5,4.5,
rand-25-10-21-85-45.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-21-85-46.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-47.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-48.xml.hg,4.0,5.0,5.0,5.0,
rand-25-10-21-85-49.xml.hg,4.0,4.5,4.5,4.5,
rand-25-10-21-85-50.xml.hg,4.499999815192906,5.5,5.0,5.0,
rand-25-10-25-87-01.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-25-87-02.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-25-87-03.xml.hg,4.5,5.5,5.5,5.5,
rand-25-10-25-87-04.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-25-87-05.xml.hg,4.5,5.5,5.5,5.5,
rand-25-10-25-87-06.xml.hg,4.5,5.5,5.5,5.5,
rand-25-10-25-87-07.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-25-87-08.xml.hg,4.49999907147505,5.5,5.0,5.0,
rand-25-10-25-87-09.xml.hg,4.5,6.0,5.5,5.5,
rand-25-10-25-87-10.xml.hg,5.0,5.5,5.5,5.5,
rand-25-10-25-87-11.xml.hg,4.5,5.0,4.5,4.5,
rand-25-10-25-87-12.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-25-87-13.xml.hg,4.999999,6.0,5.5,5.5,
rand-25-10-25-87-14.xml.hg,4.0,5.5,5.0,5.0,
rand-25-10-25-87-15.xml.hg,5.0,6.0,5.5,5.5,
rand-25-10-25-87-16.xml.hg,4.5,5.5,5.0,5.0,
rand-25-10-25-87-17.xml.hg,4.0,5.5,5.0,5.0,
rand-25-10-25-87-18.xml.hg,4.5,6.0,5.0,5.0,
rand-25-10-25-87-19.xml.hg,4.499999,5.5,5.0,5.0,
rand-25-10-25-87-20.xml.hg,4.5,5.0,5.0,5.0,
rand-25-10-25-87-21.xml.hg,5.0,6.0,5.5,5.5,
