name,our_ghtw_lb,our_ghtw_ub,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub
pigeonsPlus-10-04.xml.hg,4,5.0,5,5,5,5
pigeonsPlus-10-05.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-10-06.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-10-07.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-11-02.xml.hg,4,6.0,6,6,5,6
pigeonsPlus-11-03.xml.hg,4,6.0,6,6,5,6
pigeonsPlus-11-04.xml.hg,4,6.0,6,6,5,6
pigeonsPlus-11-05.xml.hg,4,6.0,6,6,5,6
pigeonsPlus-11-06.xml.hg,4,6.0,6,6,5,6
pret-060-25.xml.hg,4,5.0,-1,5,5,5
pret-060-40.xml.hg,4,5.0,-1,5,5,5
pret-060-60.xml.hg,4,5.0,-1,5,5,5
pret-060-75.xml.hg,4,5.0,-1,5,5,5
pret-150-25.xml.hg,4,6.0,-1,-1,5,5
pret-150-40.xml.hg,4,6.0,-1,-1,5,5
pret-150-60.xml.hg,4,6.0,-1,-1,5,5
pret-150-75.xml.hg,4,6.0,-1,-1,5,5
pret60_25.hg,4,5.0,-1,5,5,5
pret60_60.hg,4,5.0,-1,5,5,5
rand-10-20-10-5-10000-01.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-02.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-03.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-04.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-05.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-06.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-07.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-08.xml.hg,2,3.0,3,3,3,3
rand-10-20-10-5-10000-09.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-10.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-11.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-12.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-13.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-14.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-15.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-16.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-17.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-18.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-19.xml.hg,2,2.0,2,2,2,2
rand-10-20-10-5-10000-20.xml.hg,2,2.0,2,2,2,2
rand-10-60-20-30-51200-01.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-02.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-03.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-04.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-05.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-06.xml.hg,3,9.0,-1,7,7,7
rand-10-60-20-30-51200-07.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-08.xml.hg,3,9.0,-1,7,7,7
rand-10-60-20-30-51200-09.xml.hg,5,8.0,-1,7,7,7
rand-10-60-20-30-51200-10.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-11.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-12.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-13.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-14.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-15.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-16.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-17.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-18.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-19.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-20.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-21.xml.hg,3,7.0,-1,7,7,7
rand-10-60-20-30-51200-22.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-23.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-24.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-25.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-26.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-27.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-28.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-29.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-30.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-31.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-32.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-33.xml.hg,3,9.0,-1,7,7,7
rand-10-60-20-30-51200-34.xml.hg,3,7.0,-1,7,7,7
rand-10-60-20-30-51200-35.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-36.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-37.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-38.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-39.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-40.xml.hg,3,6.0,-1,6,6,6
rand-10-60-20-30-51200-41.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-42.xml.hg,5,8.0,-1,7,7,7
rand-10-60-20-30-51200-43.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-44.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-45.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-46.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-47.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-48.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-49.xml.hg,3,8.0,-1,7,7,7
rand-10-60-20-30-51200-50.xml.hg,3,8.0,-1,7,7,7
rand-15-23-3-16-150000-01.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-02.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-03.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-04.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-05.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-06.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-07.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-08.xml.hg,2,2.0,2,2,2,2
rand-15-23-3-16-150000-09.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-10.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-11.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-12.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-13.xml.hg,2,3.0,3,3,3,3
rand-15-23-3-16-150000-14.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-15.xml.hg,2,2.0,2,2,2,2
rand-15-23-3-16-150000-16.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-17.xml.hg,2,3.0,3,3,3,3
rand-15-23-3-16-150000-18.xml.hg,2,2.0,2,2,2,2
rand-15-23-3-16-150000-19.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-20.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-21.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-22.xml.hg,2,3.0,3,3,3,3
rand-15-23-3-16-150000-23.xml.hg,2,3.0,2,2,2,2
rand-15-23-3-16-150000-24.xml.hg,2,3.0,3,3,3,3
rand-15-23-3-16-150000-25.xml.hg,2,2.0,2,2,2,2
rand-2-40-180-84-090-00.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-01.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-02.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-03.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-04.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-05.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-06.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-07.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-08.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-09.xml.hg,6,6.0,-1,6,6,6
rand-2-40-180-84-090-10.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-11.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-12.xml.hg,6,6.0,-1,6,6,6
rand-2-40-180-84-090-13.xml.hg,5,5.0,-1,5,5,5
rand-2-40-180-84-090-14.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-15.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-16.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-17.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-18.xml.hg,5,5.0,-1,5,5,5
rand-2-40-180-84-090-19.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-20.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-21.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-22.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-23.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-24.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-25.xml.hg,4,6.0,-1,5,5,5
rand-2-40-180-84-090-26.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-27.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-28.xml.hg,4,5.0,-1,5,5,5
rand-2-40-180-84-090-29.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-30.xml.hg,6,7.0,-1,7,7,7
rand-2-40-180-84-090-31.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-32.xml.hg,6,6.0,-1,6,6,6
rand-2-40-180-84-090-33.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-34.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-35.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-36.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-37.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-38.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-39.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-40.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-41.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-42.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-43.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-44.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-45.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-46.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-47.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-48.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-49.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-50.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-51.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-52.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-53.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-54.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-55.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-56.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-57.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-58.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-59.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-60.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-61.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-62.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-63.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-64.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-65.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-66.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-67.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-68.xml.hg,6,6.0,-1,6,6,6
rand-2-40-180-84-090-69.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-70.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-71.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-72.xml.hg,6,6.0,-1,6,6,6
rand-2-40-180-84-090-73.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-74.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-75.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-76.xml.hg,5,8.0,-1,6,6,6
rand-2-40-180-84-090-77.xml.hg,4,6.0,-1,5,5,5
rand-2-40-180-84-090-78.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-79.xml.hg,6,7.0,-1,6,6,6
rand-2-40-180-84-090-80.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-81.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-82.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-83.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-84.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-85.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-86.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-87.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-88.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-89.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-90.xml.hg,5,7.0,-1,6,6,6
rand-2-40-180-84-090-91.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-92.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-93.xml.hg,5,6.0,-1,6,6,6
rand-2-40-180-84-090-94.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-95.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-96.xml.hg,6,7.0,-1,7,7,7
rand-2-40-180-84-090-97.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-98.xml.hg,5,6.0,-1,5,5,5
rand-2-40-180-84-090-99.xml.hg,5,6.0,-1,6,6,6
rand-25-10-21-85-07.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-08.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-09.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-10.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-11.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-12.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-13.xml.hg,4,5.0,5,5,5,5
rand-25-10-21-85-14.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-15.xml.hg,4,6.0,-1,5,5,5
rand-25-10-21-85-16.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-17.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-18.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-19.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-20.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-21.xml.hg,5,5.0,5,5,5,5
rand-25-10-21-85-22.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-23.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-24.xml.hg,4,6.0,-1,5,5,5
rand-25-10-21-85-25.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-26.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-27.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-28.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-29.xml.hg,4,5.0,4,4,4,4
rand-25-10-21-85-30.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-31.xml.hg,4,5.0,4,4,4,4
rand-25-10-21-85-32.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-33.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-34.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-35.xml.hg,5,5.0,-1,5,5,5
rand-25-10-21-85-36.xml.hg,4,6.0,-1,5,5,5
rand-25-10-21-85-37.xml.hg,4,5.0,5,5,5,5
rand-25-10-21-85-38.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-39.xml.hg,4,6.0,-1,5,5,5
rand-25-10-21-85-40.xml.hg,4,5.0,5,5,5,5
rand-25-10-21-85-41.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-42.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-43.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-44.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-45.xml.hg,5,6.0,-1,5,5,5
rand-25-10-21-85-46.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-47.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-48.xml.hg,4,5.0,-1,5,5,5
rand-25-10-21-85-49.xml.hg,4,5.0,5,5,5,5
rand-25-10-21-85-50.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-01.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-02.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-03.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-04.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-05.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-06.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-07.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-08.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-09.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-10.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-11.xml.hg,5,5.0,-1,5,5,5
rand-25-10-25-87-12.xml.hg,5,5.0,-1,5,5,5
rand-25-10-25-87-13.xml.hg,5,7.0,-1,6,6,6
rand-25-10-25-87-14.xml.hg,4,6.0,-1,5,5,5
rand-25-10-25-87-15.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-16.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-17.xml.hg,4,6.0,-1,5,5,5
rand-25-10-25-87-18.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-19.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-20.xml.hg,5,5.0,-1,5,5,5
rand-25-10-25-87-21.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-22.xml.hg,5,5.0,-1,5,5,5
rand-25-10-25-87-23.xml.hg,4,6.0,-1,5,5,5
rand-25-10-25-87-24.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-25.xml.hg,4,5.0,-1,5,5,5
rand-25-10-25-87-26.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-27.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-28.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-29.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-30.xml.hg,5,7.0,-1,6,6,6
rand-25-10-25-87-31.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-32.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-33.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-34.xml.hg,5,7.0,-1,6,6,6
rand-25-10-25-87-35.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-36.xml.hg,5,7.0,-1,6,6,6
rand-25-10-25-87-37.xml.hg,4,6.0,-1,5,5,5
rand-25-10-25-87-38.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-39.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-40.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-41.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-42.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-43.xml.hg,5,7.0,-1,6,6,6
rand-25-10-25-87-44.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-45.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-46.xml.hg,5,6.0,-1,5,5,5
rand-25-10-25-87-47.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-48.xml.hg,5,6.0,-1,6,6,6
rand-25-10-25-87-49.xml.hg,5,5.0,-1,5,5,5
rand-25-10-25-87-50.xml.hg,5,6.0,-1,6,6,6
rand-3-20-20-60-632-01.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-02.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-03.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-04.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-05.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-06.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-07.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-08.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-09.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-10.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-11.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-12.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-13.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-14.xml.hg,4,5.0,-1,5,5,5
rand-3-20-20-60-632-15.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-16.xml.hg,5,6.0,5,5,5,5
rand-3-20-20-60-632-17.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-18.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-19.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-20.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-21.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-22.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-23.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-24.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-25.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-26.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-27.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-28.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-29.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-30.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-31.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-32.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-33.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-34.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-35.xml.hg,4,5.0,-1,5,5,5
rand-3-20-20-60-632-36.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-37.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-38.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-39.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-40.xml.hg,4,5.0,-1,5,5,5
rand-3-20-20-60-632-41.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-42.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632-43.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-44.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-45.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-46.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-47.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632-48.xml.hg,4,5.0,-1,5,5,5
rand-3-20-20-60-632-49.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632-50.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-01.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-02.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-03.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-04.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-05.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-06.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-07.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632f-08.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-09.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-10.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-11.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-12.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-13.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-14.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-15.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632f-16.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-17.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-18.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632f-19.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-20.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-21.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-22.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632f-23.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-24.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-25.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-26.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-27.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-28.xml.hg,4,5.0,5,5,5,5
rand-3-20-20-60-632f-29.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-30.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-31.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-32.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-33.xml.hg,4,6.0,5,5,5,5
rand-3-20-20-60-632f-34.xml.hg,4,6.0,-1,5,5,5
rand-3-20-20-60-632f-35.xml.hg,4,5.0,-1,5,5,5
rand-3-20-20-60-632f-36.xml.hg,4,6.0,5,5,5,5
